,tid,offence,label_dk,Anmeldte forbrydelser,population
1543,2012K3,Andre straffelovsforbrydelser i alt,Ballerup,14,48181
1544,2012K3,Særlove i alt,Ballerup,103,48181
1545,2012K4,Seksualforbrydelser i alt,Ballerup,2,48254
1546,2012K4,Voldsforbrydelser i alt,Ballerup,36,48254
1547,2012K4,Ejendomsforbrydelser i alt,Ballerup,862,48254
1548,2012K4,Andre straffelovsforbrydelser i alt,Ballerup,12,48254
1549,2012K4,Særlove i alt,Ballerup,140,48254
1550,2013K1,Seksualforbrydelser i alt,Ballerup,0,48211
1551,2013K1,Voldsforbrydelser i alt,Ballerup,46,48211
1552,2013K1,Ejendomsforbrydelser i alt,Ballerup,869,48211
1553,2013K1,Andre straffelovsforbrydelser i alt,Ballerup,12,48211
1554,2013K1,Særlove i alt,Ballerup,208,48211
1555,2013K2,Seksualforbrydelser i alt,Ballerup,8,48334
1556,2013K2,Voldsforbrydelser i alt,Ballerup,23,48334
1557,2013K2,Ejendomsforbrydelser i alt,Ballerup,929,48334
1558,2013K2,Andre straffelovsforbrydelser i alt,Ballerup,19,48334
1559,2013K2,Særlove i alt,Ballerup,149,48334
1560,2013K3,Seksualforbrydelser i alt,Ballerup,6,48419
1561,2013K3,Voldsforbrydelser i alt,Ballerup,29,48419
1562,2013K3,Ejendomsforbrydelser i alt,Ballerup,895,48419
1563,2013K3,Andre straffelovsforbrydelser i alt,Ballerup,14,48419
1564,2013K3,Særlove i alt,Ballerup,166,48419
1565,2013K4,Seksualforbrydelser i alt,Ballerup,8,48464
1566,2013K4,Voldsforbrydelser i alt,Ballerup,35,48464
1567,2013K4,Ejendomsforbrydelser i alt,Ballerup,1052,48464
1568,2013K4,Andre straffelovsforbrydelser i alt,Ballerup,15,48464
1569,2013K4,Særlove i alt,Ballerup,207,48464
1570,2014K1,Seksualforbrydelser i alt,Ballerup,3,48514
1571,2014K1,Voldsforbrydelser i alt,Ballerup,37,48514
1572,2014K1,Ejendomsforbrydelser i alt,Ballerup,839,48514
1573,2014K1,Andre straffelovsforbrydelser i alt,Ballerup,13,48514
1574,2014K1,Særlove i alt,Ballerup,140,48514
1575,2014K2,Seksualforbrydelser i alt,Ballerup,2,48477
1576,2014K2,Voldsforbrydelser i alt,Ballerup,30,48477
1577,2014K2,Ejendomsforbrydelser i alt,Ballerup,888,48477
1578,2014K2,Andre straffelovsforbrydelser i alt,Ballerup,18,48477
1579,2014K2,Særlove i alt,Ballerup,183,48477
1580,2014K3,Seksualforbrydelser i alt,Ballerup,4,48509
1581,2014K3,Voldsforbrydelser i alt,Ballerup,24,48509
1582,2014K3,Ejendomsforbrydelser i alt,Ballerup,865,48509
1583,2014K3,Andre straffelovsforbrydelser i alt,Ballerup,18,48509
1584,2014K3,Særlove i alt,Ballerup,219,48509
1585,2014K4,Seksualforbrydelser i alt,Ballerup,4,48408
1586,2014K4,Voldsforbrydelser i alt,Ballerup,28,48408
1587,2014K4,Ejendomsforbrydelser i alt,Ballerup,874,48408
1588,2014K4,Andre straffelovsforbrydelser i alt,Ballerup,23,48408
1589,2014K4,Særlove i alt,Ballerup,208,48408
1590,2015K1,Seksualforbrydelser i alt,Ballerup,8,48355
1591,2015K1,Voldsforbrydelser i alt,Ballerup,30,48355
1592,2015K1,Ejendomsforbrydelser i alt,Ballerup,833,48355
1593,2015K1,Andre straffelovsforbrydelser i alt,Ballerup,13,48355
1594,2015K1,Særlove i alt,Ballerup,192,48355
1595,2015K2,Seksualforbrydelser i alt,Ballerup,1,48300
1596,2015K2,Voldsforbrydelser i alt,Ballerup,35,48300
1597,2015K2,Ejendomsforbrydelser i alt,Ballerup,781,48300
1598,2015K2,Andre straffelovsforbrydelser i alt,Ballerup,28,48300
1599,2015K2,Særlove i alt,Ballerup,258,48300
1600,2015K3,Seksualforbrydelser i alt,Ballerup,5,48287
1601,2015K3,Voldsforbrydelser i alt,Ballerup,33,48287
1602,2015K3,Ejendomsforbrydelser i alt,Ballerup,747,48287
1603,2015K3,Andre straffelovsforbrydelser i alt,Ballerup,12,48287
1604,2015K3,Særlove i alt,Ballerup,216,48287
1605,2015K4,Seksualforbrydelser i alt,Ballerup,5,48246
1606,2015K4,Voldsforbrydelser i alt,Ballerup,34,48246
1607,2015K4,Ejendomsforbrydelser i alt,Ballerup,880,48246
1608,2015K4,Andre straffelovsforbrydelser i alt,Ballerup,11,48246
1609,2015K4,Særlove i alt,Ballerup,125,48246
1610,2016K1,Seksualforbrydelser i alt,Ballerup,3,48224
1611,2016K1,Voldsforbrydelser i alt,Ballerup,36,48224
1612,2016K1,Ejendomsforbrydelser i alt,Ballerup,745,48224
1613,2016K1,Andre straffelovsforbrydelser i alt,Ballerup,4,48224
1614,2016K1,Særlove i alt,Ballerup,99,48224
1615,2016K2,Seksualforbrydelser i alt,Ballerup,4,48243
1616,2016K2,Voldsforbrydelser i alt,Ballerup,47,48243
1617,2016K2,Ejendomsforbrydelser i alt,Ballerup,894,48243
1618,2016K2,Andre straffelovsforbrydelser i alt,Ballerup,14,48243
1619,2016K2,Særlove i alt,Ballerup,103,48243
1620,2016K3,Seksualforbrydelser i alt,Ballerup,6,48215
1621,2016K3,Voldsforbrydelser i alt,Ballerup,34,48215
1622,2016K3,Ejendomsforbrydelser i alt,Ballerup,838,48215
1623,2016K3,Andre straffelovsforbrydelser i alt,Ballerup,12,48215
1624,2016K3,Særlove i alt,Ballerup,153,48215
1625,2016K4,Seksualforbrydelser i alt,Ballerup,5,48300
1626,2016K4,Voldsforbrydelser i alt,Ballerup,40,48300
1627,2016K4,Ejendomsforbrydelser i alt,Ballerup,876,48300
1628,2016K4,Andre straffelovsforbrydelser i alt,Ballerup,13,48300
1629,2016K4,Særlove i alt,Ballerup,201,48300
1630,2017K1,Seksualforbrydelser i alt,Ballerup,3,48231
1631,2017K1,Voldsforbrydelser i alt,Ballerup,36,48231
1632,2017K1,Ejendomsforbrydelser i alt,Ballerup,691,48231
1633,2017K1,Andre straffelovsforbrydelser i alt,Ballerup,10,48231
1634,2017K1,Særlove i alt,Ballerup,166,48231
1635,2017K2,Seksualforbrydelser i alt,Ballerup,4,48229
1636,2017K2,Voldsforbrydelser i alt,Ballerup,43,48229
1637,2017K2,Ejendomsforbrydelser i alt,Ballerup,788,48229
1638,2017K2,Andre straffelovsforbrydelser i alt,Ballerup,10,48229
1639,2017K2,Særlove i alt,Ballerup,160,48229
1640,2017K3,Seksualforbrydelser i alt,Ballerup,2,48186
1641,2017K3,Voldsforbrydelser i alt,Ballerup,52,48186
1642,2017K3,Ejendomsforbrydelser i alt,Ballerup,963,48186
1643,2017K3,Andre straffelovsforbrydelser i alt,Ballerup,10,48186
1644,2017K3,Særlove i alt,Ballerup,131,48186
1645,2017K4,Seksualforbrydelser i alt,Ballerup,12,48233
1646,2017K4,Voldsforbrydelser i alt,Ballerup,61,48233
1647,2017K4,Ejendomsforbrydelser i alt,Ballerup,779,48233
1648,2017K4,Andre straffelovsforbrydelser i alt,Ballerup,29,48233
1649,2017K4,Særlove i alt,Ballerup,215,48233
1650,2018K1,Seksualforbrydelser i alt,Ballerup,11,48295
1651,2018K1,Voldsforbrydelser i alt,Ballerup,51,48295
1652,2018K1,Ejendomsforbrydelser i alt,Ballerup,572,48295
1653,2018K1,Andre straffelovsforbrydelser i alt,Ballerup,124,48295
1654,2018K1,Særlove i alt,Ballerup,176,48295
1655,2018K2,Seksualforbrydelser i alt,Ballerup,9,48316
1656,2018K2,Voldsforbrydelser i alt,Ballerup,56,48316
1657,2018K2,Ejendomsforbrydelser i alt,Ballerup,592,48316
1658,2018K2,Andre straffelovsforbrydelser i alt,Ballerup,11,48316
1659,2018K2,Særlove i alt,Ballerup,140,48316
1660,2018K3,Seksualforbrydelser i alt,Ballerup,6,48403
1661,2018K3,Voldsforbrydelser i alt,Ballerup,56,48403
1662,2018K3,Ejendomsforbrydelser i alt,Ballerup,625,48403
1663,2018K3,Andre straffelovsforbrydelser i alt,Ballerup,16,48403
1664,2018K3,Særlove i alt,Ballerup,227,48403
1665,2018K4,Seksualforbrydelser i alt,Ballerup,9,48377
1666,2018K4,Voldsforbrydelser i alt,Ballerup,50,48377
1667,2018K4,Ejendomsforbrydelser i alt,Ballerup,692,48377
1668,2018K4,Andre straffelovsforbrydelser i alt,Ballerup,13,48377
1669,2018K4,Særlove i alt,Ballerup,252,48377
1670,2019K1,Seksualforbrydelser i alt,Ballerup,10,48458
1671,2019K1,Voldsforbrydelser i alt,Ballerup,44,48458
1672,2019K1,Ejendomsforbrydelser i alt,Ballerup,624,48458
1673,2019K1,Andre straffelovsforbrydelser i alt,Ballerup,22,48458
1674,2019K1,Særlove i alt,Ballerup,275,48458
1675,2019K2,Seksualforbrydelser i alt,Ballerup,11,48441
1676,2019K2,Voldsforbrydelser i alt,Ballerup,67,48441
1677,2019K2,Ejendomsforbrydelser i alt,Ballerup,621,48441
1678,2019K2,Andre straffelovsforbrydelser i alt,Ballerup,16,48441
1679,2019K2,Særlove i alt,Ballerup,203,48441
1680,2019K3,Seksualforbrydelser i alt,Ballerup,11,48421
1681,2019K3,Voldsforbrydelser i alt,Ballerup,63,48421
1682,2019K3,Ejendomsforbrydelser i alt,Ballerup,652,48421
1683,2019K3,Andre straffelovsforbrydelser i alt,Ballerup,25,48421
1684,2019K3,Særlove i alt,Ballerup,251,48421
1685,2019K4,Seksualforbrydelser i alt,Ballerup,8,48475
1686,2019K4,Voldsforbrydelser i alt,Ballerup,58,48475
1687,2019K4,Ejendomsforbrydelser i alt,Ballerup,649,48475
1688,2019K4,Andre straffelovsforbrydelser i alt,Ballerup,24,48475
1689,2019K4,Særlove i alt,Ballerup,276,48475
1690,2020K1,Seksualforbrydelser i alt,Ballerup,10,48602
1691,2020K1,Voldsforbrydelser i alt,Ballerup,56,48602
1692,2020K1,Ejendomsforbrydelser i alt,Ballerup,677,48602
1693,2020K1,Andre straffelovsforbrydelser i alt,Ballerup,15,48602
1694,2020K1,Særlove i alt,Ballerup,189,48602
1695,2020K2,Seksualforbrydelser i alt,Ballerup,9,48790
1696,2020K2,Voldsforbrydelser i alt,Ballerup,55,48790
1697,2020K2,Ejendomsforbrydelser i alt,Ballerup,473,48790
1698,2020K2,Andre straffelovsforbrydelser i alt,Ballerup,19,48790
1699,2020K2,Særlove i alt,Ballerup,178,48790
1700,2020K3,Seksualforbrydelser i alt,Ballerup,7,48916
1701,2020K3,Voldsforbrydelser i alt,Ballerup,74,48916
1702,2020K3,Ejendomsforbrydelser i alt,Ballerup,711,48916
1703,2020K3,Andre straffelovsforbrydelser i alt,Ballerup,19,48916
1704,2020K3,Særlove i alt,Ballerup,131,48916
1705,2020K4,Seksualforbrydelser i alt,Ballerup,7,48978
1706,2020K4,Voldsforbrydelser i alt,Ballerup,56,48978
1707,2020K4,Ejendomsforbrydelser i alt,Ballerup,534,48978
1708,2020K4,Andre straffelovsforbrydelser i alt,Ballerup,17,48978
1709,2020K4,Særlove i alt,Ballerup,209,48978
1710,2021K1,Seksualforbrydelser i alt,Ballerup,15,49310
1711,2021K1,Voldsforbrydelser i alt,Ballerup,48,49310
1712,2021K1,Ejendomsforbrydelser i alt,Ballerup,500,49310
1713,2021K1,Andre straffelovsforbrydelser i alt,Ballerup,20,49310
1714,2021K1,Særlove i alt,Ballerup,192,49310
1715,2021K2,Seksualforbrydelser i alt,Ballerup,6,49110
1716,2021K2,Voldsforbrydelser i alt,Ballerup,67,49110
1717,2021K2,Ejendomsforbrydelser i alt,Ballerup,569,49110
1718,2021K2,Andre straffelovsforbrydelser i alt,Ballerup,22,49110
1719,2021K2,Særlove i alt,Ballerup,191,49110
1720,2021K3,Seksualforbrydelser i alt,Ballerup,8,49106
1721,2021K3,Voldsforbrydelser i alt,Ballerup,73,49106
1722,2021K3,Ejendomsforbrydelser i alt,Ballerup,570,49106
1723,2021K3,Andre straffelovsforbrydelser i alt,Ballerup,7,49106
1724,2021K3,Særlove i alt,Ballerup,197,49106
1725,2021K4,Seksualforbrydelser i alt,Ballerup,5,49259
1726,2021K4,Voldsforbrydelser i alt,Ballerup,40,49259
1727,2021K4,Ejendomsforbrydelser i alt,Ballerup,539,49259
1728,2021K4,Andre straffelovsforbrydelser i alt,Ballerup,15,49259
1729,2021K4,Særlove i alt,Ballerup,187,49259
1730,2022K1,Seksualforbrydelser i alt,Ballerup,10,49274
1731,2022K1,Voldsforbrydelser i alt,Ballerup,54,49274
1732,2022K1,Ejendomsforbrydelser i alt,Ballerup,595,49274
1733,2022K1,Andre straffelovsforbrydelser i alt,Ballerup,15,49274
1734,2022K1,Særlove i alt,Ballerup,182,49274
1735,2022K2,Seksualforbrydelser i alt,Ballerup,12,49422
1736,2022K2,Voldsforbrydelser i alt,Ballerup,50,49422
1737,2022K2,Ejendomsforbrydelser i alt,Ballerup,711,49422
1738,2022K2,Andre straffelovsforbrydelser i alt,Ballerup,19,49422
1739,2022K2,Særlove i alt,Ballerup,181,49422
1740,2008K1,Seksualforbrydelser i alt,Brøndby,2,33831
1741,2008K1,Voldsforbrydelser i alt,Brøndby,46,33831
1742,2008K1,Ejendomsforbrydelser i alt,Brøndby,723,33831
1743,2008K1,Andre straffelovsforbrydelser i alt,Brøndby,6,33831
1744,2008K1,Særlove i alt,Brøndby,81,33831
1745,2008K2,Seksualforbrydelser i alt,Brøndby,7,33772
1746,2008K2,Voldsforbrydelser i alt,Brøndby,28,33772
1747,2008K2,Ejendomsforbrydelser i alt,Brøndby,751,33772
1748,2008K2,Andre straffelovsforbrydelser i alt,Brøndby,7,33772
1749,2008K2,Særlove i alt,Brøndby,116,33772
1750,2008K3,Seksualforbrydelser i alt,Brøndby,5,33716
1751,2008K3,Voldsforbrydelser i alt,Brøndby,40,33716
1752,2008K3,Ejendomsforbrydelser i alt,Brøndby,810,33716
1753,2008K3,Andre straffelovsforbrydelser i alt,Brøndby,24,33716
1754,2008K3,Særlove i alt,Brøndby,128,33716
1755,2008K4,Seksualforbrydelser i alt,Brøndby,6,33689
1756,2008K4,Voldsforbrydelser i alt,Brøndby,25,33689
1757,2008K4,Ejendomsforbrydelser i alt,Brøndby,740,33689
1758,2008K4,Andre straffelovsforbrydelser i alt,Brøndby,12,33689
1759,2008K4,Særlove i alt,Brøndby,64,33689
1760,2009K1,Seksualforbrydelser i alt,Brøndby,3,33762
1761,2009K1,Voldsforbrydelser i alt,Brøndby,36,33762
1762,2009K1,Ejendomsforbrydelser i alt,Brøndby,616,33762
1763,2009K1,Andre straffelovsforbrydelser i alt,Brøndby,14,33762
1764,2009K1,Særlove i alt,Brøndby,138,33762
1765,2009K2,Seksualforbrydelser i alt,Brøndby,4,33803
1766,2009K2,Voldsforbrydelser i alt,Brøndby,39,33803
1767,2009K2,Ejendomsforbrydelser i alt,Brøndby,662,33803
1768,2009K2,Andre straffelovsforbrydelser i alt,Brøndby,10,33803
1769,2009K2,Særlove i alt,Brøndby,89,33803
1770,2009K3,Seksualforbrydelser i alt,Brøndby,5,33821
1771,2009K3,Voldsforbrydelser i alt,Brøndby,37,33821
1772,2009K3,Ejendomsforbrydelser i alt,Brøndby,857,33821
1773,2009K3,Andre straffelovsforbrydelser i alt,Brøndby,6,33821
1774,2009K3,Særlove i alt,Brøndby,104,33821
1775,2009K4,Seksualforbrydelser i alt,Brøndby,2,33846
1776,2009K4,Voldsforbrydelser i alt,Brøndby,31,33846
1777,2009K4,Ejendomsforbrydelser i alt,Brøndby,875,33846
1778,2009K4,Andre straffelovsforbrydelser i alt,Brøndby,13,33846
1779,2009K4,Særlove i alt,Brøndby,80,33846
1780,2010K1,Seksualforbrydelser i alt,Brøndby,4,33795
1781,2010K1,Voldsforbrydelser i alt,Brøndby,34,33795
1782,2010K1,Ejendomsforbrydelser i alt,Brøndby,717,33795
1783,2010K1,Andre straffelovsforbrydelser i alt,Brøndby,13,33795
1784,2010K1,Særlove i alt,Brøndby,86,33795
1785,2010K2,Seksualforbrydelser i alt,Brøndby,6,33774
1786,2010K2,Voldsforbrydelser i alt,Brøndby,48,33774
1787,2010K2,Ejendomsforbrydelser i alt,Brøndby,671,33774
1788,2010K2,Andre straffelovsforbrydelser i alt,Brøndby,16,33774
1789,2010K2,Særlove i alt,Brøndby,74,33774
1790,2010K3,Seksualforbrydelser i alt,Brøndby,3,33856
1791,2010K3,Voldsforbrydelser i alt,Brøndby,45,33856
1792,2010K3,Ejendomsforbrydelser i alt,Brøndby,752,33856
1793,2010K3,Andre straffelovsforbrydelser i alt,Brøndby,9,33856
1794,2010K3,Særlove i alt,Brøndby,84,33856
1795,2010K4,Seksualforbrydelser i alt,Brøndby,6,33998
1796,2010K4,Voldsforbrydelser i alt,Brøndby,30,33998
1797,2010K4,Ejendomsforbrydelser i alt,Brøndby,623,33998
1798,2010K4,Andre straffelovsforbrydelser i alt,Brøndby,10,33998
1799,2010K4,Særlove i alt,Brøndby,79,33998
1800,2011K1,Seksualforbrydelser i alt,Brøndby,4,34021
1801,2011K1,Voldsforbrydelser i alt,Brøndby,33,34021
1802,2011K1,Ejendomsforbrydelser i alt,Brøndby,568,34021
1803,2011K1,Andre straffelovsforbrydelser i alt,Brøndby,19,34021
1804,2011K1,Særlove i alt,Brøndby,141,34021
1805,2011K2,Seksualforbrydelser i alt,Brøndby,3,33968
1806,2011K2,Voldsforbrydelser i alt,Brøndby,38,33968
1807,2011K2,Ejendomsforbrydelser i alt,Brøndby,613,33968
1808,2011K2,Andre straffelovsforbrydelser i alt,Brøndby,15,33968
1809,2011K2,Særlove i alt,Brøndby,125,33968
1810,2011K3,Seksualforbrydelser i alt,Brøndby,0,34026
1811,2011K3,Voldsforbrydelser i alt,Brøndby,58,34026
1812,2011K3,Ejendomsforbrydelser i alt,Brøndby,640,34026
1813,2011K3,Andre straffelovsforbrydelser i alt,Brøndby,12,34026
1814,2011K3,Særlove i alt,Brøndby,154,34026
1815,2011K4,Seksualforbrydelser i alt,Brøndby,21,34064
1816,2011K4,Voldsforbrydelser i alt,Brøndby,69,34064
1817,2011K4,Ejendomsforbrydelser i alt,Brøndby,745,34064
1818,2011K4,Andre straffelovsforbrydelser i alt,Brøndby,17,34064
1819,2011K4,Særlove i alt,Brøndby,178,34064
1820,2012K1,Seksualforbrydelser i alt,Brøndby,8,34084
1821,2012K1,Voldsforbrydelser i alt,Brøndby,29,34084
1822,2012K1,Ejendomsforbrydelser i alt,Brøndby,651,34084
1823,2012K1,Andre straffelovsforbrydelser i alt,Brøndby,9,34084
1824,2012K1,Særlove i alt,Brøndby,109,34084
1825,2012K2,Seksualforbrydelser i alt,Brøndby,5,34086
1826,2012K2,Voldsforbrydelser i alt,Brøndby,36,34086
1827,2012K2,Ejendomsforbrydelser i alt,Brøndby,693,34086
1828,2012K2,Andre straffelovsforbrydelser i alt,Brøndby,13,34086
1829,2012K2,Særlove i alt,Brøndby,74,34086
1830,2012K3,Seksualforbrydelser i alt,Brøndby,7,34106
1831,2012K3,Voldsforbrydelser i alt,Brøndby,30,34106
1832,2012K3,Ejendomsforbrydelser i alt,Brøndby,678,34106
1833,2012K3,Andre straffelovsforbrydelser i alt,Brøndby,10,34106
1834,2012K3,Særlove i alt,Brøndby,99,34106
1835,2012K4,Seksualforbrydelser i alt,Brøndby,1,34229
1836,2012K4,Voldsforbrydelser i alt,Brøndby,41,34229
1837,2012K4,Ejendomsforbrydelser i alt,Brøndby,707,34229
1838,2012K4,Andre straffelovsforbrydelser i alt,Brøndby,9,34229
1839,2012K4,Særlove i alt,Brøndby,126,34229
1840,2013K1,Seksualforbrydelser i alt,Brøndby,2,34210
1841,2013K1,Voldsforbrydelser i alt,Brøndby,28,34210
1842,2013K1,Ejendomsforbrydelser i alt,Brøndby,636,34210
1843,2013K1,Andre straffelovsforbrydelser i alt,Brøndby,11,34210
1844,2013K1,Særlove i alt,Brøndby,84,34210
1845,2013K2,Seksualforbrydelser i alt,Brøndby,4,34197
1846,2013K2,Voldsforbrydelser i alt,Brøndby,37,34197
1847,2013K2,Ejendomsforbrydelser i alt,Brøndby,675,34197
1848,2013K2,Andre straffelovsforbrydelser i alt,Brøndby,16,34197
1849,2013K2,Særlove i alt,Brøndby,179,34197
1850,2013K3,Seksualforbrydelser i alt,Brøndby,5,34309
1851,2013K3,Voldsforbrydelser i alt,Brøndby,32,34309
1852,2013K3,Ejendomsforbrydelser i alt,Brøndby,637,34309
1853,2013K3,Andre straffelovsforbrydelser i alt,Brøndby,24,34309
1854,2013K3,Særlove i alt,Brøndby,167,34309
1855,2013K4,Seksualforbrydelser i alt,Brøndby,4,34428
1856,2013K4,Voldsforbrydelser i alt,Brøndby,71,34428
1857,2013K4,Ejendomsforbrydelser i alt,Brøndby,725,34428
1858,2013K4,Andre straffelovsforbrydelser i alt,Brøndby,24,34428
1859,2013K4,Særlove i alt,Brøndby,213,34428
1860,2014K1,Seksualforbrydelser i alt,Brøndby,3,34580
1861,2014K1,Voldsforbrydelser i alt,Brøndby,81,34580
1862,2014K1,Ejendomsforbrydelser i alt,Brøndby,793,34580
1863,2014K1,Andre straffelovsforbrydelser i alt,Brøndby,19,34580
1864,2014K1,Særlove i alt,Brøndby,188,34580
1865,2014K2,Seksualforbrydelser i alt,Brøndby,1,34793
1866,2014K2,Voldsforbrydelser i alt,Brøndby,37,34793
1867,2014K2,Ejendomsforbrydelser i alt,Brøndby,725,34793
1868,2014K2,Andre straffelovsforbrydelser i alt,Brøndby,12,34793
1869,2014K2,Særlove i alt,Brøndby,161,34793
1870,2014K3,Seksualforbrydelser i alt,Brøndby,0,34886
1871,2014K3,Voldsforbrydelser i alt,Brøndby,30,34886
1872,2014K3,Ejendomsforbrydelser i alt,Brøndby,625,34886
1873,2014K3,Andre straffelovsforbrydelser i alt,Brøndby,12,34886
1874,2014K3,Særlove i alt,Brøndby,143,34886
1875,2014K4,Seksualforbrydelser i alt,Brøndby,5,35038
1876,2014K4,Voldsforbrydelser i alt,Brøndby,45,35038
1877,2014K4,Ejendomsforbrydelser i alt,Brøndby,687,35038
1878,2014K4,Andre straffelovsforbrydelser i alt,Brøndby,12,35038
1879,2014K4,Særlove i alt,Brøndby,181,35038
1880,2015K1,Seksualforbrydelser i alt,Brøndby,1,35050
1881,2015K1,Voldsforbrydelser i alt,Brøndby,24,35050
1882,2015K1,Ejendomsforbrydelser i alt,Brøndby,538,35050
1883,2015K1,Andre straffelovsforbrydelser i alt,Brøndby,16,35050
1884,2015K1,Særlove i alt,Brøndby,157,35050
1885,2015K2,Seksualforbrydelser i alt,Brøndby,2,35087
1886,2015K2,Voldsforbrydelser i alt,Brøndby,49,35087
1887,2015K2,Ejendomsforbrydelser i alt,Brøndby,625,35087
1888,2015K2,Andre straffelovsforbrydelser i alt,Brøndby,16,35087
1889,2015K2,Særlove i alt,Brøndby,206,35087
1890,2015K3,Seksualforbrydelser i alt,Brøndby,3,35197
1891,2015K3,Voldsforbrydelser i alt,Brøndby,63,35197
1892,2015K3,Ejendomsforbrydelser i alt,Brøndby,537,35197
1893,2015K3,Andre straffelovsforbrydelser i alt,Brøndby,17,35197
1894,2015K3,Særlove i alt,Brøndby,205,35197
1895,2015K4,Seksualforbrydelser i alt,Brøndby,2,35325
1896,2015K4,Voldsforbrydelser i alt,Brøndby,55,35325
1897,2015K4,Ejendomsforbrydelser i alt,Brøndby,649,35325
1898,2015K4,Andre straffelovsforbrydelser i alt,Brøndby,19,35325
1899,2015K4,Særlove i alt,Brøndby,150,35325
1900,2016K1,Seksualforbrydelser i alt,Brøndby,64,35322
1901,2016K1,Voldsforbrydelser i alt,Brøndby,44,35322
1902,2016K1,Ejendomsforbrydelser i alt,Brøndby,657,35322
1903,2016K1,Andre straffelovsforbrydelser i alt,Brøndby,17,35322
1904,2016K1,Særlove i alt,Brøndby,107,35322
1905,2016K2,Seksualforbrydelser i alt,Brøndby,245,35406
1906,2016K2,Voldsforbrydelser i alt,Brøndby,103,35406
1907,2016K2,Ejendomsforbrydelser i alt,Brøndby,661,35406
1908,2016K2,Andre straffelovsforbrydelser i alt,Brøndby,12,35406
1909,2016K2,Særlove i alt,Brøndby,141,35406
1910,2016K3,Seksualforbrydelser i alt,Brøndby,7,35410
1911,2016K3,Voldsforbrydelser i alt,Brøndby,36,35410
1912,2016K3,Ejendomsforbrydelser i alt,Brøndby,578,35410
1913,2016K3,Andre straffelovsforbrydelser i alt,Brøndby,19,35410
1914,2016K3,Særlove i alt,Brøndby,203,35410
1915,2016K4,Seksualforbrydelser i alt,Brøndby,3,35516
1916,2016K4,Voldsforbrydelser i alt,Brøndby,25,35516
1917,2016K4,Ejendomsforbrydelser i alt,Brøndby,595,35516
1918,2016K4,Andre straffelovsforbrydelser i alt,Brøndby,10,35516
1919,2016K4,Særlove i alt,Brøndby,206,35516
1920,2017K1,Seksualforbrydelser i alt,Brøndby,13,35594
1921,2017K1,Voldsforbrydelser i alt,Brøndby,27,35594
1922,2017K1,Ejendomsforbrydelser i alt,Brøndby,740,35594
1923,2017K1,Andre straffelovsforbrydelser i alt,Brøndby,19,35594
1924,2017K1,Særlove i alt,Brøndby,136,35594
1925,2017K2,Seksualforbrydelser i alt,Brøndby,4,35501
1926,2017K2,Voldsforbrydelser i alt,Brøndby,51,35501
1927,2017K2,Ejendomsforbrydelser i alt,Brøndby,575,35501
1928,2017K2,Andre straffelovsforbrydelser i alt,Brøndby,13,35501
1929,2017K2,Særlove i alt,Brøndby,199,35501
1930,2017K3,Seksualforbrydelser i alt,Brøndby,56,35528
1931,2017K3,Voldsforbrydelser i alt,Brøndby,135,35528
1932,2017K3,Ejendomsforbrydelser i alt,Brøndby,570,35528
1933,2017K3,Andre straffelovsforbrydelser i alt,Brøndby,14,35528
1934,2017K3,Særlove i alt,Brøndby,193,35528
1935,2017K4,Seksualforbrydelser i alt,Brøndby,6,35538
1936,2017K4,Voldsforbrydelser i alt,Brøndby,45,35538
1937,2017K4,Ejendomsforbrydelser i alt,Brøndby,467,35538
1938,2017K4,Andre straffelovsforbrydelser i alt,Brøndby,21,35538
1939,2017K4,Særlove i alt,Brøndby,182,35538
1940,2018K1,Seksualforbrydelser i alt,Brøndby,6,35538
1941,2018K1,Voldsforbrydelser i alt,Brøndby,42,35538
1942,2018K1,Ejendomsforbrydelser i alt,Brøndby,715,35538
1943,2018K1,Andre straffelovsforbrydelser i alt,Brøndby,18,35538
1944,2018K1,Særlove i alt,Brøndby,257,35538
1945,2018K2,Seksualforbrydelser i alt,Brøndby,7,35528
1946,2018K2,Voldsforbrydelser i alt,Brøndby,54,35528
1947,2018K2,Ejendomsforbrydelser i alt,Brøndby,570,35528
1948,2018K2,Andre straffelovsforbrydelser i alt,Brøndby,19,35528
1949,2018K2,Særlove i alt,Brøndby,209,35528
1950,2018K3,Seksualforbrydelser i alt,Brøndby,7,35511
1951,2018K3,Voldsforbrydelser i alt,Brøndby,64,35511
1952,2018K3,Ejendomsforbrydelser i alt,Brøndby,594,35511
1953,2018K3,Andre straffelovsforbrydelser i alt,Brøndby,12,35511
1954,2018K3,Særlove i alt,Brøndby,194,35511
1955,2018K4,Seksualforbrydelser i alt,Brøndby,6,35555
1956,2018K4,Voldsforbrydelser i alt,Brøndby,136,35555
1957,2018K4,Ejendomsforbrydelser i alt,Brøndby,520,35555
1958,2018K4,Andre straffelovsforbrydelser i alt,Brøndby,20,35555
1959,2018K4,Særlove i alt,Brøndby,214,35555
1960,2019K1,Seksualforbrydelser i alt,Brøndby,8,35397
1961,2019K1,Voldsforbrydelser i alt,Brøndby,144,35397
1962,2019K1,Ejendomsforbrydelser i alt,Brøndby,422,35397
1963,2019K1,Andre straffelovsforbrydelser i alt,Brøndby,21,35397
1964,2019K1,Særlove i alt,Brøndby,228,35397
1965,2019K2,Seksualforbrydelser i alt,Brøndby,11,35253
